original_img_file,new_img_file,phrase
3744.jpg,6542.jpg,the second Costa Rica bag from right
3744.jpg,6543.jpg,a bag of Joe
414.jpg,6544.jpg,the Vanish in the lower right
414.jpg,6545.jpg,a box of Flecken Salz
414.jpg,6546.jpg,the Sil in the upper right
3987.jpg,6547.jpg,the Bassetts for 7-11
3987.jpg,6548.jpg,the blue box of kalms
3987.jpg,6549.jpg,orange box of Centrum for 6.46
1838.jpg,6550.jpg,the orange bottle of fa
1838.jpg,6551.jpg,the second Dove bottle
1838.jpg,6552.jpg,the second Fa bottle from right to left on the top shelf
4463.jpg,6553.jpg,The top leftmost Colgate on the lower shelf
4463.jpg,6554.jpg,The top rightmost Colgate on the lower shelf
4556.jpg,6555.jpg,leftmost Zantac
4556.jpg,6556.jpg,Acid Control
3232.jpg,6557.jpg,Boxed meta product
3232.jpg,6558.jpg,the rightmost fiber supplement.
3232.jpg,6559.jpg,meta product on the right
2580.jpg,6560.jpg,The product of Flex5.
2580.jpg,6561.jpg,The productof Flex4.
2580.jpg,6562.jpg,The rightmost prodcut called Flex3.
3245.jpg,6563.jpg,Anuol drug on the right
4208.jpg,6564.jpg,blue can of rave on the far left
4208.jpg,6565.jpg,the first can of rave from right to left
2435.jpg,6566.jpg,The box of somat on the far right
2435.jpg,6567.jpg,a box of finish
817.jpg,6568.jpg,The product of swiss miss.
817.jpg,6569.jpg,the smaller bag of HOUSE
4268.jpg,6570.jpg,a large bottle of VOLL-GLANZ.
4268.jpg,6571.jpg,emsal on the left
4268.jpg,6572.jpg,a bag of poliboy reinigungs.
3061.jpg,6573.jpg,The leftmost Great Value coffee
3064.jpg,6574.jpg,a bottle of ISANA.
1546.jpg,6575.jpg,The Garnier brand product
1546.jpg,6576.jpg,The sugar crush Body Wash
1546.jpg,6577.jpg,The femfresh
1137.jpg,6578.jpg,The item with a price of 3.99 dollars
2412.jpg,6579.jpg,The largest box of olay product
2412.jpg,6580.jpg,The Cetaphil on the top
463.jpg,6581.jpg,The leftmost Cerave
463.jpg,6582.jpg,The rightmost Cerave
370.jpg,6583.jpg,The Credo Solingen
2686.jpg,6584.jpg,The Bulgaria box that was held in hand.
2686.jpg,6585.jpg,The Bulgaria box at the front .
2686.jpg,6586.jpg,Bottle LB81 on the far right.
2686.jpg,6587.jpg,LB81 bottle with dark blue cap.
2745.jpg,6588.jpg,Lays yellow bags.
2619.jpg,6589.jpg,CareCera bottle.
2619.jpg,6590.jpg,SUPREME on the left.
1668.jpg,6591.jpg,a box of Aveeno on the far right.
84.jpg,6592.jpg,CARBmaster in the upper left corner
84.jpg,6593.jpg,CARBmaster in above center
84.jpg,6594.jpg,the CARBmaster in the rightmost of the first row
4544.jpg,6595.jpg,"The cosmetic called ""MOISTURE THERAPY"""
4544.jpg,6596.jpg,"The cosmetic called ""sebamed"""
4544.jpg,6597.jpg,"The cosmetic called ""CHORUS"" "
4361.jpg,6598.jpg,"A snack called ""MAXWELL HOUSE"""
4361.jpg,6599.jpg,"the second one of snacks called ""Folgers"""
4361.jpg,6600.jpg,"a snack called ""Coffe mate"""
2661.jpg,6601.jpg,The brown REBBL
2661.jpg,6602.jpg,the white MILKED HAZELNUTS
2661.jpg,6603.jpg,the LIVE Soda
136.jpg,6604.jpg,the SPARKLING Peach on the bottle layer
136.jpg,6605.jpg,the SPARKLING Peach on the top layer
908.jpg,6606.jpg,Le Grand Bain Conditioner
908.jpg,6607.jpg,A bottle of shampoo
175.jpg,6608.jpg,A bottle of deep pore cleanser
175.jpg,6609.jpg,A bottle of peppermint body milk
2891.jpg,6610.jpg,Fuss Wohl Nass- & Trocken Hornhautentferner
2891.jpg,6611.jpg,The leftmost box of Fuss Wohl
2891.jpg,6612.jpg,Fuss Wohl Hornhaut Entferner next to the Nagel Polierset
2891.jpg,6613.jpg,The second box of Fuss Wohl Ersatzrollen from left to right
63.jpg,6614.jpg,A box with the brand of beline
63.jpg,6615.jpg,Hansaplast Repair & Care Schrundensalbe
2101.jpg,6616.jpg,bottle with GREEN PHARMACY
2101.jpg,6617.jpg,the left bottle with HELP
2101.jpg,6618.jpg,the right HELP
1711.jpg,6619.jpg,white Dove
1711.jpg,6620.jpg,bottle with BAR KEEPERS FRIEND
1711.jpg,6621.jpg,green bottle with BUBBLY BLEACH GEL
2372.jpg,6622.jpg,top box of Coke
1696.jpg,6623.jpg,the rightmost good of NiQuitin
2760.jpg,6624.jpg,Nexium
2760.jpg,6625.jpg,WindSetlers box
1083.jpg,6626.jpg,leftmost good of crush
1938.jpg,6627.jpg,a can of baking item
1938.jpg,6628.jpg,a dark bottle of worcestershire sauce
1938.jpg,6629.jpg,the can beside the dark brown sugar
432.jpg,6630.jpg,the heinz tomato ketchup
2926.jpg,6631.jpg,a bottle of mega death sauce 
2674.jpg,6632.jpg,a bottle of Cholula hot sauce
639.jpg,6633.jpg,the first shop from the right which is on the right of the quick print shop
639.jpg,6634.jpg,the malaysia shop
639.jpg,6635.jpg,the youth sport store
639.jpg,6636.jpg,the kemaman shop
639.jpg,6637.jpg,the quick print shop
639.jpg,6638.jpg,the grey car parked in front of the quick print shop
639.jpg,6639.jpg,the black car which is in front of the malaysia shop
3551.jpg,6640.jpg,the loft store
3551.jpg,6641.jpg,the store which is on the right of the loft store 
3551.jpg,6642.jpg,the urban outfitters store
781.jpg,6643.jpg,tomato basil sauce on the left of the carton of whole milk
781.jpg,6644.jpg,The leftmost bottle from the brand of RAO's HOMEMADE.
781.jpg,6645.jpg,The box of beef is from the brand of ANGUS.
2714.jpg,6646.jpg,The soy sauce in the middle
2714.jpg,6647.jpg,hot sauce bottle with a white lid
1567.jpg,6648.jpg,The shop of PAPA'S yo.
1567.jpg,6649.jpg,THE CALDER GALLERY on the far right
1567.jpg,6650.jpg,The restaurant on the left of PAPA'S yo restaurant
298.jpg,6651.jpg,shop on the left of the WOOLWORTHS.
298.jpg,6652.jpg,The shop on the right of the WOOLWORTHS.
1699.jpg,6653.jpg,The shop named Headway.
1699.jpg,6654.jpg,a closed shop called La Diva.
1699.jpg,6655.jpg,The shop sells COMFORT FOOD.
1530.jpg,6656.jpg,The shop called HOLLAND & BARRETT.
1530.jpg,6657.jpg,The shop named HERON FOODS.
1530.jpg,6658.jpg,a shop of SEARCH UK.
2676.jpg,6659.jpg,a while bowl beside the box with logo of Super Moist
2676.jpg,6660.jpg,Great Valu bottle
3565.jpg,6661.jpg,a bottle of kikk behind the tabasco sauce
3565.jpg,6662.jpg,Heinz Ketchup
1102.jpg,6663.jpg,a jar with Light Sugar
1102.jpg,6664.jpg,a bottle of Wheat Bran on the top 
1102.jpg,6665.jpg,the large jar of Ole Wheat Flour
993.jpg,6666.jpg,a store called 1st Cut
993.jpg,6667.jpg,the store on the left of 1st Cut store
2190.jpg,6668.jpg,a rowse brand honey
2190.jpg,6669.jpg,a bottle of white wine vinegar
1955.jpg,6670.jpg,a bottle of classic hot sauce
491.jpg,6671.jpg,the wall street
491.jpg,6672.jpg,the sarna store
491.jpg,6673.jpg,the chichen cottage store
491.jpg,6674.jpg,a pizzahut on the left side 
578.jpg,6675.jpg,VISUAL OPTIC'S shop
578.jpg,6676.jpg,THE PERFUMES EUROPEOS
578.jpg,6677.jpg,the bvoga shop
4332.jpg,6678.jpg,the shop with the slogan of wake up your latte
906.jpg,6679.jpg,Submarine shop
906.jpg,6680.jpg,village convenience shop
906.jpg,6681.jpg,The store is on the left of the submarine
3081.jpg,6682.jpg,plum sauce
3081.jpg,6683.jpg,soya bean curd sauce
2338.jpg,6684.jpg,Arm & Hammer Pure Baking Soda
2338.jpg,6685.jpg,carolina nut cracker
2338.jpg,6686.jpg,ground cinnamon
3757.jpg,6687.jpg,HEINZ
3757.jpg,6688.jpg,TABAS
4249.jpg,6689.jpg,grape jelly
1620.jpg,6690.jpg,Abella's hair & beauty
1620.jpg,6691.jpg,0909 coffeehouse
1426.jpg,6692.jpg,agape hair salon
1426.jpg,6693.jpg,green shop next to the agape
1426.jpg,6694.jpg,black shop beside the agape
2467.jpg,6695.jpg,A barber shop
2467.jpg,6696.jpg,food shop
2467.jpg,6697.jpg,the store on the left of the barber's
4130.jpg,6698.jpg,shop with VRR WOODS brand
4130.jpg,6699.jpg,Shop with COSY HOUSE brand
4130.jpg,6700.jpg,Shop with Etam logo
4209.jpg,6701.jpg,shop of dior
4209.jpg,6702.jpg,LV
4209.jpg,6703.jpg,Black sign of DLF Emporio in the middle
2097.jpg,6704.jpg,Mc Donald on the left
2097.jpg,6705.jpg,Shop with subway logo
2097.jpg,6706.jpg,burger club next the SUBWAY
614.jpg,6707.jpg,Shops with Zales logo
614.jpg,6708.jpg,rogers and hollands
456.jpg,6709.jpg,A shop with a blue brand and a yellow brand with word TFOD
456.jpg,6710.jpg,superdry
456.jpg,6711.jpg,shop with logo of itsu
4129.jpg,6712.jpg,bistro
4129.jpg,6713.jpg,store with SUPER VALUE brand
4129.jpg,6714.jpg,diy centre
4129.jpg,6715.jpg,salon
2986.jpg,6716.jpg,yogen fruz
2986.jpg,6717.jpg,Subway
2986.jpg,6718.jpg,McDonald's restaurant
2986.jpg,6719.jpg,fast food restaurant called KFC
4363.jpg,6720.jpg,The BOSS store
4363.jpg,6721.jpg,The TOPSHOP store on the second floor of the mall
4363.jpg,6722.jpg,The NEW LOOK store
4363.jpg,6723.jpg,"The store with ""TOPSHOP"" on its window on the first floor of the mall"
4363.jpg,6724.jpg,The JACK JONES store
4363.jpg,6725.jpg,"The white sign with ""John Lewis"" on it"
1260.jpg,6726.jpg,The H&M shop
1260.jpg,6727.jpg,THE EXCELLENT GREEK FOOD CART
2777.jpg,6728.jpg,The INSTREET
2777.jpg,6729.jpg,The store to the right of the INSTREET
2777.jpg,6730.jpg,The bimeks
2777.jpg,6731.jpg,The ebebek
2777.jpg,6732.jpg,The store right below the INSTREET
3431.jpg,6733.jpg,The villa ITALIAN KITCHEN
3431.jpg,6734.jpg,The PANDA EXPRESS
3431.jpg,6735.jpg,The CAFE
3431.jpg,6736.jpg,The BEN&JERRY'S on the far left
3431.jpg,6737.jpg,The Rubio's
2906.jpg,6738.jpg,A traffic light to the left of a blue sign printed with the Rd.
2906.jpg,6739.jpg,The traffic light furthest away from the blue sign with the number 24 .
1603.jpg,6740.jpg,"The book entitled Project Manager, is behind the cat"
1603.jpg,6741.jpg,"The book entitled Dornsin Driven, is behind the cat"
57.jpg,6742.jpg,An elephant petted by a man dressed in red with a WAD written on it
1894.jpg,6743.jpg,The largest pizza under the $6.95 tag
1894.jpg,6744.jpg,Pizza on the left rear of the primavera pizza label
1894.jpg,6745.jpg,small piece of Pizza behind CHCKEN MARSALA PIZZA tag
1894.jpg,6746.jpg,bread on the left side of the label $6.95
78.jpg,6747.jpg,The phone on the left side of the 329 euro tab
78.jpg,6748.jpg,The phone on the left side of the 199 euro tab on top layer
78.jpg,6749.jpg,The phone on the left side of the 469 euro tab
78.jpg,6750.jpg,The phone on the left  of the 339 euro tab
1865.jpg,6751.jpg,Teddy bear above label 1988
1865.jpg,6752.jpg,Teddy bear above label 1999
1865.jpg,6753.jpg,Teddy bear above label 2000
1865.jpg,6754.jpg,Teddy bear above label 2001
1865.jpg,6755.jpg,Teddy bear above label 2002
78.jpg,6756.jpg,the phone on the left of 99 euro price tag which on the bottom floor
78.jpg,6757.jpg,the phone on the left of 199 euro price tag which on the bottom floor
78.jpg,6758.jpg,the phone on the left of 399 euro price tag which on the bottom layer
1865.jpg,6759.jpg,The 1992 teddy bear on the upper right
1865.jpg,6760.jpg,The 1991 teddy bear
1865.jpg,6761.jpg,The 1990 teddy bear
1865.jpg,6762.jpg,The 1989 year teddy bear
4562.jpg,6763.jpg,the car with B6414WK
4552.jpg,6764.jpg,No.5143 bus
4552.jpg,6765.jpg,luzon travel bus
2545.jpg,6766.jpg,person in front of the TIMPSON shop
1926.jpg,6767.jpg,traffic light on the left under the one way sign
1926.jpg,6768.jpg,traffic light on the right under the one way sign
1478.jpg,6769.jpg,guy on the top left of the indian motorcycle
2984.jpg,6770.jpg,the top blue suitcase farthest from the waiting room sign
2984.jpg,6771.jpg,red suitcase farthest from the waiting room sign
2984.jpg,6772.jpg,silver suitcase under the waiting room sign
2984.jpg,6773.jpg,third khaki suitcase from the bottom right of the waiting room sign
2984.jpg,6774.jpg,The bottom suitcase farthest from the sign of waiting room
1018.jpg,6775.jpg,nearest car to the restaurant
261.jpg,6776.jpg,"the car with the letters ""F"", ""N"" and ""M"" on the front"
261.jpg,6777.jpg,red van written cover
1242.jpg,6778.jpg,The woman in front of the KOREAN BBQ TACOS van
1242.jpg,6779.jpg,The man in front of the KOREAN BBQ TACOS van
971.jpg,6780.jpg,"The woman pushing a baby stroller, ready to get in the bus whose license plate is S636 XCR"
971.jpg,6781.jpg,The man in a white shirt separated from the bus whose license plate is S636 XCR by a fence
971.jpg,6782.jpg,The black car separated from the bus whose license plate is S636 XCR by a fence
971.jpg,6783.jpg,The white car behind the bus whose license plate is S636 XCR
1879.jpg,6784.jpg,"The first car parked in the left row behind the sign that says ""STOP DRIVING"""
1879.jpg,6785.jpg,"The second car parked in the left row behind the sign that says ""STOP DRIVING"""
1879.jpg,6786.jpg,"The first car parked in the right row behind the sign that says ""STOP DRIVING"""
2928.jpg,6787.jpg,The woman in a pink T-shirt beside the TOUTES DIRECTIONS sign
2928.jpg,6788.jpg,The black man beside the TOUTES DIRECTIONS sign
2928.jpg,6789.jpg,The man in a white T-shirt standing by the TOUTES DIRECTIONS sign
2877.jpg,6790.jpg,The man on the left of the store whose visible part of the sign is Orch
759.jpg,6791.jpg,"The woman standing furthest from the train with the number 238, 12 on the front"
2116.jpg,6792.jpg,The man on the left seat in a truck whose license plate is FRX790
2951.jpg,6793.jpg,The driver of a bus whose license plate is M52HOD
4070.jpg,6794.jpg,cow no. 4750
4070.jpg,6795.jpg,cow grazing on the left of the cow no.4750
763.jpg,6796.jpg,front chocolate donut on the right of the donuts price tag
763.jpg,6797.jpg,the last doughnut behind the donuts price tag
763.jpg,6798.jpg,donut just behind the donuts price tag
1899.jpg,6799.jpg,motorbike with the word ST
1899.jpg,6800.jpg,motorcycle with word neg
2554.jpg,6801.jpg,The woman with many plush toys in her hands on the right of the train number 176
2554.jpg,6802.jpg,The boy with several plush toys on the right side of train no. 176
2554.jpg,6803.jpg,"The man in suspenders, standing next to a train with a number 176 on the side"
2554.jpg,6804.jpg,"The woman in a purple top, standing next to a train with a number 176 on the side"
2554.jpg,6805.jpg,"The man with a cap in a black hoodie, standing next to a train with a number 176 on the side"
479.jpg,6806.jpg,car nearest to us on the road opposite the street sign of bay tree
479.jpg,6807.jpg,"The car under a sign that says ""BAY TREE"""
674.jpg,6808.jpg,water bottle closest to the 2423 screen
674.jpg,6809.jpg,water bottle further from the 2423 screen
2553.jpg,6810.jpg,"The black car in front of a blue car next to a building that has the letters ""THE"""
2553.jpg,6811.jpg,"The blue car on the right a building that has the letters ""THE"""
516.jpg,6812.jpg,Bananas in the upper right corner of the price tag 1.49
516.jpg,6813.jpg,Bananas in the bottom right corner of the price tag 89
516.jpg,6814.jpg,Bananas above the price tag 1.49
894.jpg,6815.jpg,The woman in a green coat standing beside a recreational vehicle of SOUVLAKI GR
894.jpg,6816.jpg,"The woman on the far left of the recreational vehicle with the letters ""SOUVLAKI GR"" on the side"
894.jpg,6817.jpg,"The green sedan on the right of the recreational vehicle with the letters ""SOUVLAKI GR"""
894.jpg,6818.jpg,The woman carring a bag standing beside a recreational vehicle of SOUVLAKI GR
894.jpg,6819.jpg,The white van on the left of the recreational vehicle of SOUVLAKI GR
1068.jpg,6820.jpg,right cake behind the chocolate glazed sign
1068.jpg,6821.jpg,cake on the left behind the chocolate glazed sign
1068.jpg,6822.jpg,cake in the second row on the right behind the chocolate glazed sign
1068.jpg,6823.jpg,second glazed cruller on the right
1068.jpg,6824.jpg,the third glazed cruller on the right
682.jpg,6825.jpg,car under the hearila sign
3133.jpg,6826.jpg,The building at the bottom right of the sign with Pennsylvania
3766.jpg,6827.jpg,The light colour building directly above the bus to SOUTH COMMON
3766.jpg,6828.jpg,The apartment block directly above the bus to RIDGEWAY
644.jpg,6829.jpg,The GARMIN motorcycle
644.jpg,6830.jpg,The motorcycle to the right of the GARMIN text
3590.jpg,6831.jpg,the smecta brand orange-vanille box
3590.jpg,6832.jpg,the tioran box
3590.jpg,6833.jpg,the imodium caps box
3590.jpg,6834.jpg,the smecta fraise box
3590.jpg,6835.jpg,the ultra levure box
1144.jpg,6836.jpg,the pain reliever bottle
1591.jpg,6837.jpg,the sulginum bottle
1591.jpg,6838.jpg,the calcii carbonas praecipitatus bottle
1591.jpg,6839.jpg,the solutio kalii bromidi 20 % bottle
3310.jpg,6840.jpg,the vanilla bean box
3310.jpg,6841.jpg,the strawberry box
3310.jpg,6842.jpg,the oatmeal cookie box
1600.jpg,6843.jpg,the nabisco bag
1600.jpg,6844.jpg,the hershey's drops bag
4301.jpg,6845.jpg,the hunt's diced can
4301.jpg,6846.jpg,the ranch style beans can
4301.jpg,6847.jpg,the chef boyardee beef can
4301.jpg,6848.jpg,the more fruit can
1442.jpg,6849.jpg,the zinc bottle
1442.jpg,6850.jpg,the fluoride bottle
1442.jpg,6851.jpg,the mercury bottle
3308.jpg,6852.jpg,the cold multi-symptom box
3308.jpg,6853.jpg,the eye-drops box
3308.jpg,6854.jpg,the vitamin c bag
2015.jpg,6855.jpg,the High Carb Muesli bottle
2015.jpg,6856.jpg,the Low Fat Muesli bottle
3964.jpg,6857.jpg,the Thermo bottle
3964.jpg,6858.jpg,the H2O LC/MS bottle
972.jpg,6859.jpg,the Digox bottle
972.jpg,6860.jpg,the Captopril bottle
972.jpg,6861.jpg,the Colcrys bottle
972.jpg,6862.jpg,The bottle which was marked with 4-2
3789.jpg,6863.jpg,A bottle of Advil
3789.jpg,6864.jpg,the Echinac bottle
2382.jpg,6865.jpg,the second bottle from left to right with Heparin label
2382.jpg,6866.jpg,A first bottle from right to left with Heparin outside
2005.jpg,6867.jpg,A bottle with Mega Benfotiamine
2005.jpg,6868.jpg,A bottle with Pantothenic Acid
2005.jpg,6869.jpg,A bottle with Organic Spirulina
2005.jpg,6870.jpg,A bottle with NIACIN
888.jpg,6871.jpg,A bottle with Cerebyx 
888.jpg,6872.jpg,A bottle with Rocuronium 
3228.jpg,6873.jpg,the chunky product in front
3228.jpg,6874.jpg,the bush's best
3228.jpg,6875.jpg,the dole can
3228.jpg,6876.jpg,the tuttorosso in the middle
3228.jpg,6877.jpg,the delmonte on the right
1740.jpg,6878.jpg,the vino higo
1740.jpg,6879.jpg,the vino mistela
260.jpg,6880.jpg,the mistela
260.jpg,6881.jpg,the rightmost don salvattore
1460.jpg,6882.jpg,the hunt's sauce without salt
1460.jpg,6883.jpg,the whole kernel corn
1460.jpg,6884.jpg,the dark red kidney beans
830.jpg,6885.jpg,EMERALD DRY ROASTER WALNUT
1007.jpg,6886.jpg,The Original coffee mate
81.jpg,6887.jpg,Kashi Heart to Heart
81.jpg,6888.jpg,Banana Nut Crunch
4502.jpg,6889.jpg,MERALD can
1806.jpg,6890.jpg,FIBER ONE BOX
1553.jpg,6891.jpg,a can of clabber girl item
1553.jpg,6892.jpg,Orange-capped couscous
3397.jpg,6893.jpg,A can of sugar
3397.jpg,6894.jpg,the bottle of eak'n clean
1434.jpg,6895.jpg,Packing box with SUN-MAID printed on it
1434.jpg,6896.jpg,the orange-cap bottle on the right of the sun-maid canister
647.jpg,6897.jpg,Banana nut crunch on the left of the blue box
647.jpg,6898.jpg,The golden curry
647.jpg,6899.jpg,The box with San Giorgio printed on it
251.jpg,6900.jpg,the couscous bottle 
251.jpg,6901.jpg,the walnuts bottle
251.jpg,6902.jpg,the seed bottle
251.jpg,6903.jpg,the green bottle on the left of the couscous container
2139.jpg,6904.jpg,the bottle of the crisco brand
2139.jpg,6905.jpg,the walnuts bottle
2787.jpg,6906.jpg,The black bottle with a yellow sticker on the left side of NEWCASTLE BROW ALE.
2579.jpg,6907.jpg,The blue box call EQuaL.
2579.jpg,6908.jpg,The yellow and green box called Lipton.
2579.jpg,6909.jpg,small bowl in front of the box of lipton
2579.jpg,6910.jpg,The bowl with white liquid on the right of the equal box.
675.jpg,6911.jpg,The bottle of Blender
4348.jpg,6912.jpg,The pink and white box of Dairyland 2%.
4348.jpg,6913.jpg,The blue box of Kraft Dinner.
4348.jpg,6914.jpg,The red and white box with LARGE Size Calibre: GROS.
2173.jpg,6915.jpg,The gold cap glass bottle called olive oil.
2173.jpg,6916.jpg,The green bottle on the left side of olive oil.
1638.jpg,6917.jpg,The red container called Sun-M RAI.
1638.jpg,6918.jpg,The orange cap container between SUN-M RAI and Heart Heart.
1638.jpg,6919.jpg,The white box of Heart Heart.
4408.jpg,6920.jpg,The blue cap bottle of GARLIC POWDER.
4408.jpg,6921.jpg,The green cap bottle's name ends up with ISCO.
2418.jpg,6922.jpg,a glass bottle in front of yogurt bars
2418.jpg,6923.jpg,progress can
9.jpg,6924.jpg,box of 5 whole grains
9.jpg,6925.jpg,the box of nutri grain brand product
2264.jpg,6926.jpg,silk on the side shelf of the refrigerator
2264.jpg,6927.jpg,silk on the top shelf
2010.jpg,6928.jpg,coke below
2010.jpg,6929.jpg,a bottle of A in the upper right
2279.jpg,6930.jpg,coke on the right
907.jpg,6931.jpg,apple & eve on the left
4390.jpg,6932.jpg,seeds of change on the right
4390.jpg,6933.jpg,seeds of change on the left
3105.jpg,6934.jpg,coffee mate on the right
3105.jpg,6935.jpg,yellow can beside the coffee mate 
123.jpg,6936.jpg,rice pilaf in the back
4456.jpg,6937.jpg,the humbold hotsauce of island style
4456.jpg,6938.jpg,the angry chiles ghost pepper sauce
3226.jpg,6939.jpg,the yellow mustard
3226.jpg,6940.jpg,the mccormick gourmet granulated onion
3141.jpg,6941.jpg,ultimate blends
3141.jpg,6942.jpg,replica
2708.jpg,6943.jpg,olay
2708.jpg,6944.jpg,body oil
2708.jpg,6945.jpg,zero
989.jpg,6946.jpg,DAWN branded bottle
1191.jpg,6947.jpg,The tortilla chips on the snack bag
1191.jpg,6948.jpg,The lotus biscoff on the all-in-one snack bag
1191.jpg,6949.jpg,The CleanPlus sanitizing wipe which is on the top of the table
4522.jpg,6950.jpg,The salami slices beef with the gray packaging
4522.jpg,6951.jpg,The smoked gouda with the pink packaging
4522.jpg,6952.jpg,The white cheddar cheese spread
4522.jpg,6953.jpg,The mediterranean apricots
3734.jpg,6954.jpg,The dawn bottle
2112.jpg,6955.jpg,The clarins facial cleanser on the far left of the table
2112.jpg,6956.jpg,The biotherm bottle which is the fourth bottle from left
1073.jpg,6957.jpg,The conditioner with the red bottle
1073.jpg,6958.jpg,The shampoo with the red bottle
3382.jpg,6959.jpg,The hand soap
3382.jpg,6960.jpg,The shampoo
3382.jpg,6961.jpg,The body soap
3382.jpg,6962.jpg,The conditioner
4170.jpg,6963.jpg,Chobani Yoghurts
4170.jpg,6964.jpg,The Tahini bottle
452.jpg,6965.jpg,The Chobani Complete
452.jpg,6966.jpg,The coffee creamer
2947.jpg,6967.jpg,The Ultra gain
2947.jpg,6968.jpg,The fabric Softener
2493.jpg,6969.jpg,The Purell Advanced gel
2493.jpg,6970.jpg,The Soft Scrub
2493.jpg,6971.jpg,The Hand Sanitizer
2839.jpg,6972.jpg,The floor cleaner
2839.jpg,6973.jpg,The Bon Ami can
2617.jpg,6974.jpg,The Shampoo
2617.jpg,6975.jpg,The Hair Conditioner
2617.jpg,6976.jpg,The Liquid Body Soap
576.jpg,6977.jpg,The Foam Soap
576.jpg,6978.jpg,The Shampoo
576.jpg,6979.jpg,The Conditioner
576.jpg,6980.jpg,The body Soap
1976.jpg,6981.jpg,The Frosch on the left
1976.jpg,6982.jpg,The Frosch on the right
1835.jpg,6983.jpg,The Shampoo
1835.jpg,6984.jpg,The Body Wash
1835.jpg,6985.jpg,The Conditioner
3331.jpg,6986.jpg,The Shave Foam
3331.jpg,6987.jpg,The creamy cocoa butter
3331.jpg,6988.jpg,the little bottle on the right of the Shave Foam
1415.jpg,6989.jpg,a yellow bag of SUN CHIPS
1415.jpg,6990.jpg,Red jack links food packaging bag.
4330.jpg,6991.jpg,OMINO BIANCO bottle.
4330.jpg,6992.jpg,bottle with calgon on it.
2144.jpg,6993.jpg,opti free bottle.
2144.jpg,6994.jpg, the clear care bottle.
2144.jpg,6995.jpg,boscia
2144.jpg,6996.jpg,The bottle with ROSE on it.
2144.jpg,6997.jpg,a grey tube of everyone lotion
2144.jpg,6998.jpg,a bottle of witch hazel product
2144.jpg,6999.jpg,VERB bottle.
1245.jpg,7000.jpg,Surig bottle.
1245.jpg,7001.jpg,Kaiser natron bag.
734.jpg,7002.jpg,Thieves bottle.
3125.jpg,7003.jpg,The Dial bottle.
3794.jpg,7004.jpg,A snack called PLANTERS
3794.jpg,7005.jpg,The first snack on the right side of PLANTERS
3866.jpg,7006.jpg,"The cosmetic called ""Simple"""
3866.jpg,7007.jpg,"The red bottle to the right of the cosmetic product called ""Simple"""
749.jpg,7008.jpg,"The cosmetic called ""BRAZILAN"""
749.jpg,7009.jpg,"The cosmetic with ""brighte"" "
2306.jpg,7010.jpg,"The cosmetic called ""HONEY MASK"" "
2306.jpg,7011.jpg,"The cosmetic called ""SKIN FOOD"""
1844.jpg,7012.jpg,All Whites milk
1844.jpg,7013.jpg,A bottle of low fat cottage cheese
3068.jpg,7014.jpg,Cookie Dough
3068.jpg,7015.jpg,First toiletry of Kerastase Resistance from left to right
3068.jpg,7016.jpg,the Second toiletry of Kerastase Resistance from left to right
3068.jpg,7017.jpg,The second bottle of Maui Moisture from left to right
1562.jpg,7018.jpg,Dae Shampoo
1562.jpg,7019.jpg,Megababe Body Scrub
1562.jpg,7020.jpg,Olay Body conditioner
4547.jpg,7021.jpg,A bottle of hand soap
4547.jpg,7022.jpg,A shampoo bottle
4547.jpg,7023.jpg,A bottle of conditioner
4547.jpg,7024.jpg,A bottle of body lotion
4547.jpg,7025.jpg,Fluor Mint ToothPaste
3299.jpg,7026.jpg,black bottle with HEALTH ADE KOMBUCHA 
3299.jpg,7027.jpg,red jar with MAMA
3299.jpg,7028.jpg,white siggi's
2981.jpg,7029.jpg,Greek YOGURT on the top left
2981.jpg,7030.jpg,a cup of blueberry yogurt
2981.jpg,7031.jpg,CHOBANI GREEK YOGURT on the left bottom
1082.jpg,7032.jpg,yellow shampoo
1082.jpg,7033.jpg,bottle with conditioner
1082.jpg,7034.jpg,white Seboradin 
1337.jpg,7035.jpg,the green bottle with CeraVe
1337.jpg,7036.jpg,the bottle in front of  green CeraVe
1337.jpg,7037.jpg,the white press bottle with CeraVe
1337.jpg,7038.jpg,the bottle with TULA
623.jpg,7039.jpg,red LACOUPE
623.jpg,7040.jpg,white bottle with ORLANDO PITA
1183.jpg,7041.jpg,bottle with ZEST
1183.jpg,7042.jpg,bottle with FOR MEN
4166.jpg,7043.jpg,bottle with Radox
4166.jpg,7044.jpg,bottle with FRIZZ EASE
2345.jpg,7045.jpg,bottle with LA ROCHE
2317.jpg,7046.jpg,green can with Gosser
2317.jpg,7047.jpg,can with LOWENBR
2317.jpg,7048.jpg,bottle of Sissy Kefir
2317.jpg,7049.jpg,red jar on the left of the gosser can
4234.jpg,7050.jpg,the Fruit Snacks box
4234.jpg,7051.jpg,the box with 54 BARS
4234.jpg,7052.jpg,the box with FRUIT&NUT
2718.jpg,7053.jpg,the can with Diced Tomatoes
2718.jpg,7054.jpg,the box with Garbar Bean
2718.jpg,7055.jpg,the rightmost box with DECECCO
2718.jpg,7056.jpg,the leftmost box with DECECCO
2718.jpg,7057.jpg,the bottle with SEA SALT
2718.jpg,7058.jpg,the red box on the right of the SALT bottle
2718.jpg,7059.jpg,the box with Lasagne
